forecast_date,target,target_end_date,location,type,quantile,value
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.250,8644.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.300,8648.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.350,8651.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.400,8654.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.450,8657.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.500,8660.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.550,8663.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.600,8666.4
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.650,8670.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.700,8674.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.750,8677.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.800,8681.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.850,8685.1
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.900,8691.1
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.950,8703.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.975,8711.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM01,quantile,0.990,8725.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,point,NA,8839.1
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.010,8725.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.025,8736.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.050,8751.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.100,8765.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.150,8776.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.200,8787.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.250,8797.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.300,8806.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.350,8815.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.400,8822.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.450,8830.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.500,8837.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.550,8844.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.600,8853.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.650,8861.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.700,8869.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.750,8879.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.800,8893.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.850,8906.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.900,8923.2
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.950,8951.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.975,8975.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM01,quantile,0.990,9000.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,point,NA,9079.6
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.010,8852.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.025,8876.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.050,8906.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.100,8936.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.150,8961.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.200,8978.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.250,8998.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.300,9014.7
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.350,9031.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.400,9045.6
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.450,9060.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.500,9075.5
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.550,9091.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.600,9105.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.650,9124.4
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.700,9140.3
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.750,9161.2
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.800,9186.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.850,9217.5
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.900,9250.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.950,9315.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.975,9376.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM01,quantile,0.990,9446.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,point,NA,9419.2
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.010,9015.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.025,9061.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.050,9108.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.100,9160.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.150,9204.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.200,9238.8
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.250,9264.8
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.300,9295.7
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.350,9323.6
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.400,9358.6
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.450,9387.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.500,9406.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.550,9439.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.600,9469.4
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.650,9507.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.700,9531.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.750,9561.5
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.800,9617.2
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.850,9680.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.900,9744.0
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.950,9883.3
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.975,9996.2
2021-03-21,4 wk ahead cum death,2021-04-17,GM01,quantile,0.990,10145.2
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,point,NA,176.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.010,115.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.025,122.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.050,128.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.100,137.9
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.150,144.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.200,149.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.250,153.8
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.300,158.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.350,161.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.400,166.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.450,171.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.500,175.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.550,177.5
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.600,182.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.650,187.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.700,192.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.750,196.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.800,204.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.850,211.2
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.900,220.1
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.950,234.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.975,244.0
2021-03-21,1 wk ahead inc death,2021-03-27,GM02,quantile,0.990,268.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,point,NA,209.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.010,119.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.025,126.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.050,136.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.100,149.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.150,160.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.200,167.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.250,175.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.300,182.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.350,187.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.400,194.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.450,200.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.500,205.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.550,211.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.600,217.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.650,226.4
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.700,235.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.750,243.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.800,254.2
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.850,265.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.900,279.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.950,309.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.975,335.0
2021-03-21,2 wk ahead inc death,2021-04-03,GM02,quantile,0.990,362.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,point,NA,273.4
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.010,121.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.025,144.9
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.050,161.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.100,182.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.150,197.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.200,209.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.250,219.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.300,230.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.350,238.6
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.400,248.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.450,258.6
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.500,269.5
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.550,279.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.600,287.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.650,300.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.700,314.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.750,328.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.800,343.2
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.850,361.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.900,383.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.950,435.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.975,475.0
2021-03-21,3 wk ahead inc death,2021-04-10,GM02,quantile,0.990,521.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,point,NA,381.1
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.010,165.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.025,188.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.050,208.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.100,237.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.150,259.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.200,275.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.250,295.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.300,309.7
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.350,325.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.400,345.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.450,359.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.500,376.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.550,391.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.600,407.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.650,429.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.700,450.2
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.750,473.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.800,497.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.850,535.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.900,582.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.950,673.0
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.975,734.3
2021-03-21,4 wk ahead inc death,2021-04-17,GM02,quantile,0.990,810.1
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,point,NA,13142.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.010,13081.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.025,13088.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.050,13094.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.100,13103.9
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.150,13110.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.200,13115.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.250,13119.8
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.300,13124.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.350,13127.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.400,13132.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.450,13137.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.500,13141.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.550,13143.5
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.600,13148.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.650,13153.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.700,13158.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.750,13162.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.800,13170.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.850,13177.1
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.900,13186.1
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.950,13200.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.975,13210.0
2021-03-21,1 wk ahead cum death,2021-03-27,GM02,quantile,0.990,13234.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,point,NA,13350.9
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.010,13200.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.025,13215.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.050,13232.9
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.100,13257.8
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.150,13270.8
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.200,13282.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.250,13295.8
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.300,13306.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.350,13317.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.400,13327.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.450,13334.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.500,13346.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.550,13356.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.600,13366.4
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.650,13377.3
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.700,13389.3
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.750,13405.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.800,13422.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.850,13442.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.900,13465.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.950,13503.0
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.975,13543.1
2021-03-21,2 wk ahead cum death,2021-04-03,GM02,quantile,0.990,13575.0
2021-03-21,3 wk ahead cum death,2021-04-10,GM02,point,NA,13624.4
